net,refdes,pin,side,x,y,value,part_number
NC_2503,UCPU1,F39,B,4036,3235,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2504,UCPU1,G37,B,4049,3257,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2505,UCPU1,G39,B,4061,3235,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2506,UCPU1,M37,B,4139,3261,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2507,UCPU1,M39,B,4139,3236,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2508,UCPU1,M44,B,4135,3150,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2509,UCPU1,P41,B,4170,3196,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2510,UCPU1,P44,B,4161,3150,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2511,UCPU1,T41,B,4196,3196,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2512,UCPU1,W41,B,4247,3196,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2513,UCPU1,AA41,B,4272,3196,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2514,UCPU1,AB41,B,4298,3196,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2515,UCPU1,AD41,B,4323,3196,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2516,UCPU1,AF41,B,4349,3196,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2517,UCPU1,AG41,B,4375,3196,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2518,UCPU1,AK40,B,4411,3220,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2519,UCPU1,AL40,B,4437,3220,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2520,UCPU1,BF43,B,4669,3174,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2521,UCPU1,CH43,B,5023,3175,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2522,UCPU1,DG44,B,5314,3154,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2523,UCPU1,DH43,B,5330,3175,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2524,UCPU1,DT42,B,5453,3178,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2525,UCPU1,EF41,B,5621,3204,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2526,UCPU1,EH41,B,5647,3204,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2527,UCPU1,ET43,B,5775,3165,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2528,UCPU1,FB45,B,5868,3138,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2529,UCPU1,A36,B,3959,3279,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2530,UCPU1,C30,B,3985,3380,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2531,UCPU1,C33,B,3985,3329,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2532,UCPU1,C36,B,3985,3279,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2533,UCPU1,D30,B,4010,3380,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2534,UCPU1,D33,B,4010,3329,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2535,UCPU1,F36,B,4036,3279,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2536,UCPU1,G30,B,4061,3380,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2537,UCPU1,G33,B,4061,3329,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2538,UCPU1,G36,B,4061,3279,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2539,UCPU1,J30,B,4087,3380,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2540,UCPU1,J33,B,4087,3329,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2541,UCPU1,V37,B,4232,3267,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2542,UCPU1,U37,B,4207,3267,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2543,UCPU1,M29,B,4139,3390,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2544,UCPU1,U32,B,4207,3344,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2545,UCPU1,V32,B,4232,3344,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2546,UCPU1,AC37,B,4309,3267,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2547,UCPU1,AA37,B,4283,3267,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2548,UCPU1,AA32,B,4283,3344,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2549,UCPU1,AC32,B,4309,3344,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2550,UCPU1,AL37,B,4437,3259,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2551,UCPU1,AK35,B,4411,3299,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2552,UCPU1,AL30,B,4437,3378,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2553,UCPU1,AL35,B,4437,3299,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2554,UCPU1,AN35,B,4463,3299,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2555,UCPU1,DW37,B,5503,3263,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2556,UCPU1,DW32,B,5503,3342,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2557,UCPU1,EF31,B,5621,3362,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2558,UCPU1,EF33,B,5621,3322,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2559,UCPU1,EH31,B,5647,3362,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2560,UCPU1,EH36,B,5647,3283,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2561,UCPU1,EK31,B,5672,3362,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2562,UCPU1,FA37,B,5856,3260,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2563,UCPU1,EY36,B,5839,3283,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2564,UCPU1,FA31,B,5856,3357,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2565,UCPU1,C23,B,3985,3482,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2566,UCPU1,C26,B,3985,3431,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2567,UCPU1,D23,B,4010,3482,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2568,UCPU1,D26,B,4010,3431,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2569,UCPU1,G23,B,4061,3482,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2570,UCPU1,G26,B,4061,3431,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2571,UCPU1,J23,B,4087,3482,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2572,UCPU1,J26,B,4087,3431,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2573,UCPU1,M27,B,4139,3416,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2574,UCPU1,U27,B,4207,3421,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2575,UCPU1,V27,B,4232,3421,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2576,UCPU1,AA27,B,4283,3421,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2577,UCPU1,AC27,B,4309,3421,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2578,UCPU1,AF22,B,4360,3496,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2579,UCPU1,AF27,B,4360,3417,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2580,UCPU1,AH27,B,4386,3417,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2581,UCPU1,AK22,B,4411,3496,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2582,UCPU1,AK27,B,4411,3417,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2583,UCPU1,AL25,B,4437,3456,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2584,UCPU1,AL27,B,4437,3417,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2585,UCPU1,AN25,B,4463,3456,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2586,UCPU1,AN27,B,4463,3417,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2587,UCPU1,EH28,B,5647,3401,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2588,UCPU1,EV22,B,5802,3501,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2589,UCPU1,EW23,B,5813,3479,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2590,UCPU1,FC25,B,5883,3460,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
NC_2591,UCPU1,AH20,B,4386,3535,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
